subscription_id,customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,support_id,complaint_date,escalations,csat_score
1025,6668-MXXCN,2019-09-27,Organic,2019-12-26,Basic,Monthly,,,7.02,4528.0,54,0,Karthik Menon,India,Goa,Male,1999-11-18,895.0,2026-07-18,N,6.0
1026,2003-LLUZN,2023-06-05,Referral,2023-11-02,Standard,Monthly,,,18.28,5799.0,14,0,Pradeep Joshi,India,Uttar Pradesh,Male,1964-08-01,898.0,2024-11-20,N,49.0
1027,8740-MYDLT,2020-10-24,Paid,2021-03-23,Basic,Monthly,,,8.79,1194.0,19,0,Aishwarya Chopra,India,Telangana,Female,1968-01-01,899.0,2026-06-03,N,14.0
1028,0895-YXHJT,2025-08-08,Organic,2025-10-07,Standard,Monthly,,,23.96,3469.0,1,0,Ritu Mukherjee,India,Tamil Nadu,Female,2002-12-27,903.0,2026-05-25,N,100.0
1029,3857-KGFQW,2021-10-21,Organic,2023-10-21,Standard,Annual,,,21.9,2744.0,14,0,Yamini Sengupta,India,Karnataka,Female,1979-08-02,905.0,2026-07-28,N,5.0
1030,1644-FYJSC,2020-06-19,Paid,2020-10-17,Standard,Monthly,,,24.56,4824.0,7,0,Swati Pandit,India,Chandigarh,Female,1984-04-25,907.0,2023-05-22,N,95.0
1031,5006-LUCDF,2019-10-11,Organic,2020-03-09,Basic,Monthly,2022-01-19,Poor customer support,7.3,523.0,60,1,Nikhil Singh,India,Jharkhand,Male,1991-10-24,,,,
1032,3254-CPMFN,2022-02-09,Paid,2023-02-09,Premium,Annual,,,27.6,1434.0,25,0,Chitra Desai,India,Maharashtra,Female,1957-01-22,911.0,2024-08-06,Y,18.0
1033,2764-BNVPV,2022-10-28,Trial,2023-02-25,Standard,Monthly,,,15.91,505.0,48,0,Navya Nair,India,Haryana,Female,1970-04-06,912.0,2026-07-21,N,37.0
1034,3328-GJKZR,2025-03-04,Organic,2026-03-04,Standard,Annual,,,19.65,2199.0,38,0,Anika Bose,India,Gujarat,Female,1974-05-04,915.0,2026-05-14,N,60.0
1035,4289-HVQHM,2021-03-26,Organic,2021-06-24,Basic,Monthly,2024-10-18,Other,9.51,54.0,65,1,Myra Sharma,India,Assam,Female,1966-12-13,916.0,2023-11-08,N,94.0
1036,1561-TBBLH,2023-07-31,Paid,2025-07-31,Basic,Annual,,,11.95,3391.0,16,0,Geeta Pandit,India,Jharkhand,Female,1959-01-31,917.0,2024-04-04,N,100.0
1037,9167-BUFJF,2025-06-08,Paid,2025-08-07,Standard,Monthly,,,14.28,685.0,19,0,Rekha Mishra,India,Uttar Pradesh,Female,1963-01-16,,,,
1038,2095-RJZMP,2019-12-29,Paid,2020-03-28,Standard,Monthly,,,20.27,5075.0,40,0,Anjali Trivedi,India,Telangana,Female,2001-05-19,919.0,2021-03-27,N,68.0
1039,7208-BGEBH,2024-05-29,Referral,2024-10-26,Basic,Monthly,,,11.65,4338.0,31,0,Aditya Tiwari,India,Telangana,Male,1969-09-03,923.0,2026-02-06,N,22.0
1040,8077-DZEDM,2019-11-30,Partner,2020-04-28,Standard,Monthly,,,17.79,4995.0,3,0,Dev Bhat,India,West Bengal,Male,1970-02-05,929.0,2026-06-18,N,36.0
1041,9351-FPCHR,2022-05-27,Paid,2024-05-27,Basic,Annual,2024-09-06,Service issue,8.66,878.0,94,1,Suresh Verma,India,Kerala,Male,1965-12-11,934.0,2023-07-14,N,21.0
1042,7861-QWJVX,2021-08-07,Organic,2021-12-05,Standard,Monthly,,,16.29,1244.0,16,0,Suresh Gupta,India,Jharkhand,Male,1995-08-26,935.0,2022-12-13,N,28.0
1043,0909-ZCTVN,2025-04-01,Referral,2025-07-30,Premium,Monthly,,,46.77,3476.0,0,0,Deepak Malhotra,India,West Bengal,Male,1976-07-15,936.0,2025-07-18,N,50.0
1044,2525-DKRPZ,2022-02-20,Paid,2025-02-20,Basic,Annual,,,11.89,5840.0,29,0,Payal Pandit,India,Uttar Pradesh,Female,1987-03-19,938.0,2026-08-27,N,69.0
1045,9225-VPCPM,2026-02-14,Organic,2026-04-15,Basic,Monthly,2026-05-12,Switched to competitor,11.33,644.0,76,1,Pradeep Bose,India,Delhi,Male,1958-08-18,940.0,2026-04-03,N,24.0
1046,8596-CKQPC,2023-09-18,Organic,2024-01-16,Standard,Monthly,,,24.03,3087.0,16,0,Ritu Kumar,India,Uttar Pradesh,Female,1981-12-13,941.0,2024-09-16,N,35.0
1047,8411-DSPPD,2020-04-21,Organic,2020-05-21,Basic,Monthly,,,9.72,3894.0,44,0,Nidhi Krishnan,India,Telangana,Female,1986-11-21,943.0,2025-06-30,N,83.0
1048,6438-BCPYK,2021-06-08,Partner,2023-06-08,Standard,Annual,,,18.25,4262.0,10,0,Deepika Mishra,India,Odisha,Female,1978-10-12,945.0,2022-02-03,N,6.0
1049,1742-PTAAN,2019-07-30,Referral,2019-12-27,Standard,Monthly,,,24.32,4210.0,19,0,Aarav Rao,India,Assam,Male,1996-04-13,946.0,2022-11-10,N,30.0
1050,6471-KCEEA,2023-08-21,Partner,2024-01-18,Basic,Monthly,,,12.66,3982.0,19,0,Ayaan Verma,India,Gujarat,Male,1957-05-28,,,,
1051,7592-ERPAD,2023-01-22,Paid,2023-06-21,Standard,Monthly,,,19.06,1542.0,29,0,Ishaan Pandey,India,Assam,Male,1997-04-19,,,,
1052,6418-BLADW,2020-11-12,Paid,2021-05-11,Standard,Monthly,2022-02-01,Not using service,17.71,673.0,60,1,Swati Yadav,India,Goa,Female,2004-09-23,948.0,2021-09-19,N,80.0
1053,7993-HYBSA,2024-09-09,Paid,2025-01-07,Standard,Monthly,2025-12-27,Poor customer support,17.83,796.0,97,1,Chitra Agarwal,India,Chandigarh,Female,1960-09-12,949.0,2025-06-25,N,87.0
1054,5681-QYPAF,2025-09-13,Paid,2026-09-13,Premium,Annual,2025-12-19,Poor customer support,46.7,537.0,95,1,Tanya Shah,India,Assam,Female,1985-11-06,951.0,2025-12-03,N,40.0
1055,4806-ZYNPX,2019-05-19,Organic,2021-05-19,Premium,Annual,,,47.36,634.0,29,0,Aishwarya Rao,India,Jharkhand,Female,1973-08-03,,,,
1056,8063-DPRKH,2026-05-03,Paid,2026-12-31,Standard,Annual,,,15.58,1805.0,37,0,Siddharth Patel,India,Maharashtra,Male,1987-03-10,953.0,2026-08-19,N,14.0
1057,1867-VHDTH,2023-12-24,Paid,2024-02-22,Standard,Monthly,,,18.81,1365.0,7,0,Anjali Bansal,India,Haryana,Female,1959-03-10,954.0,2025-09-29,N,15.0
1058,7173-QDDVV,2025-03-18,Referral,2026-12-31,Basic,Annual,,,6.22,1675.0,41,0,Siddharth Gupta,India,Andhra Pradesh,Male,1964-06-16,957.0,2026-04-13,Y,21.0
1059,8165-ZDEWM,2022-03-23,Paid,2023-03-23,Basic,Annual,,,11.42,5352.0,13,0,Anika Menon,India,Gujarat,Female,1994-05-24,962.0,2024-11-17,N,99.0
1060,1396-JMYPM,2025-08-11,Trial,2026-02-07,Basic,Monthly,,,11.5,3395.0,53,0,Ishaan Chauhan,India,Madhya Pradesh,Male,1975-06-22,965.0,2025-10-02,Y,91.0
1061,7251-EAYSC,2025-05-07,Trial,2025-09-04,Basic,Monthly,,,12.41,1369.0,41,0,Suresh Agarwal,India,Bihar,Male,1969-09-28,967.0,2025-12-12,N,27.0
1062,6869-NXYTK,2021-02-20,Paid,2021-07-20,Standard,Monthly,,,22.55,4443.0,8,0,Geeta Sharma,India,Telangana,Female,2002-05-08,968.0,2023-06-03,N,18.0
1063,7244-YMWNG,2022-11-08,Paid,2023-02-06,Standard,Monthly,,,22.63,4852.0,52,0,Myra Gupta,India,Chandigarh,Female,1985-01-03,970.0,2026-01-12,N,86.0
1064,9040-KSLWF,2022-10-09,Paid,2023-10-09,Standard,Annual,,,16.69,4562.0,40,0,Vivaan Rathore,India,Goa,Male,1978-03-17,974.0,2024-06-08,N,17.0
1065,4255-WSMDB,2019-02-10,Paid,2022-02-10,Basic,Annual,,,12.32,2328.0,20,0,Rajesh Pillai,India,Goa,Male,1955-06-20,978.0,2025-10-17,N,35.0
1066,4902-KXYUX,2023-12-24,Paid,2024-12-24,Premium,Annual,,,34.75,3775.0,55,0,Vishal Das,India,Andhra Pradesh,Male,1977-03-20,981.0,2025-10-22,N,13.0
1067,6974-PCCBP,2025-03-05,Referral,2025-05-04,Premium,Monthly,2025-08-15,Switched to competitor,26.65,305.0,67,1,Keshav Joshi,India,Odisha,Male,1962-01-02,982.0,2025-07-05,N,99.0
1068,9573-RWPQY,2019-11-04,Trial,2022-11-04,Basic,Annual,,,10.34,3587.0,35,0,Tanya Sengupta,India,West Bengal,Female,1967-12-13,986.0,2023-06-24,Y,92.0
1069,7461-RBZFT,2023-08-26,Trial,2026-08-26,Premium,Annual,,,41.87,4596.0,36,0,Saanvi Pandit,India,Madhya Pradesh,Female,1964-11-24,987.0,2023-10-14,N,31.0
1070,6135-KKRAE,2024-06-05,Paid,2024-12-02,Premium,Monthly,2024-12-13,Service issue,45.82,420.0,96,1,Harsh Sengupta,India,Karnataka,Male,1982-05-18,990.0,2024-12-09,N,53.0
1071,0732-PRUKU,2023-08-02,Paid,2023-11-30,Premium,Monthly,,,41.99,3798.0,7,0,Rekha Das,India,Assam,Female,1966-11-30,,,,
1072,6711-NHNLT,2019-02-04,Paid,2019-06-04,Standard,Monthly,2020-12-28,Too expensive,19.56,233.0,62,1,Sunil Pandey,India,Telangana,Male,1962-12-10,993.0,2019-03-20,N,3.0
1073,8877-UBUSG,2024-11-28,Referral,2025-01-27,Basic,Monthly,,,12.56,5674.0,46,0,Sonal Verma,India,Tamil Nadu,Female,2002-09-18,1000.0,2026-05-18,Y,20.0
1074,8741-VLNUB,2019-01-15,Paid,2019-04-15,Premium,Monthly,2020-08-31,Not using service,34.79,684.0,91,1,Ananya Bansal,India,Madhya Pradesh,Female,1971-03-12,,,,
1075,1627-TFKEF,2020-07-17,Organic,2020-11-14,Standard,Monthly,,,23.76,4121.0,55,0,Yamini Nair,India,Uttar Pradesh,Female,1982-07-11,,,,
1076,4882-NDLEP,2022-08-01,Organic,2023-01-28,Basic,Monthly,,,7.19,2371.0,28,0,Anjali Das,India,Tamil Nadu,Female,1959-08-27,,,,
1077,6308-DJBLQ,2022-02-03,Paid,2024-02-03,Basic,Annual,,,8.78,3098.0,49,0,Kavya Tiwari,India,Maharashtra,Female,1991-07-23,,,,
1078,9088-WEKUP,2022-04-12,Organic,2025-04-12,Premium,Annual,,,30.83,4342.0,32,0,Myra Thakur,India,Gujarat,Female,1967-10-10,,,,
1079,0016-QVKWF,2020-08-03,Trial,2021-01-30,Standard,Monthly,2020-12-11,Too expensive,19.87,393.0,76,1,Vihaan Tiwari,India,Telangana,Male,1977-07-05,,,,
1080,8750-UCKCN,2023-12-30,Trial,2024-03-29,Basic,Monthly,,,9.39,3103.0,34,0,Krishna Naidu,India,Telangana,Male,1993-10-02,,,,
1081,5269-LGQVL,2024-08-10,Organic,2024-09-09,Standard,Monthly,,,15.04,3841.0,36,0,Vijay Singh,India,Maharashtra,Male,1997-10-01,,,,
1082,1270-TAXQX,2024-07-26,Organic,2024-12-23,Premium,Monthly,2024-11-08,Not using service,29.16,97.0,68,1,Ramesh Das,India,Jharkhand,Male,1987-02-11,,,,
1083,3629-ZAJXY,2020-05-03,Partner,2021-05-03,Basic,Annual,,,8.46,4929.0,9,0,Neha Nair,India,Jharkhand,Female,1982-03-14,,,,
1084,9929-GAGWN,2024-01-18,Partner,2024-05-17,Premium,Monthly,,,46.41,1623.0,32,0,Rahul Krishnan,India,Andhra Pradesh,Male,1999-04-27,,,,
1085,1065-EJUHS,2025-08-27,Trial,2026-12-31,Basic,Annual,,,10.41,1323.0,51,0,Neha Verma,India,Chandigarh,Female,1977-09-09,,,,
1086,6666-JDXSQ,2019-11-13,Paid,2021-11-13,Basic,Annual,,,9.1,4122.0,1,0,Lata Chauhan,India,Karnataka,Female,1975-02-22,,,,
1087,5483-CUAZH,2022-10-01,Partner,2024-10-01,Standard,Annual,,,15.21,4898.0,19,0,Kavya Chopra,India,Gujarat,Female,1969-10-03,,,,
1088,5477-JHDRH,2024-03-30,Partner,2024-08-27,Standard,Monthly,2025-11-08,Switched to competitor,15.42,232.0,64,1,Ira Bansal,India,Andhra Pradesh,Female,1976-03-28,,,,
1089,0994-BNLYC,2022-05-15,Organic,2025-05-15,Premium,Annual,,,47.95,5590.0,48,0,Vihaan Pandey,India,Karnataka,Male,1982-01-17,,,,
1090,6249-NDVPH,2023-11-14,Organic,2024-02-12,Standard,Monthly,2024-10-22,Switched to competitor,22.26,400.0,100,1,Sanjay Das,India,Odisha,Male,1993-05-29,,,,
1091,1769-DAVYC,2022-05-31,Organic,2022-09-28,Standard,Monthly,,,20.63,3065.0,7,0,Abhishek Singh,India,Andhra Pradesh,Male,1977-12-28,,,,
1092,0991-EKUPS,2023-07-22,Organic,2024-01-18,Premium,Monthly,,,38.43,1583.0,53,0,Ritu Subramaniam,India,Chandigarh,Female,1968-01-24,,,,
1093,2369-BHSTB,2025-11-17,Trial,2026-12-31,Basic,Annual,,,7.88,2731.0,41,0,Geeta Shah,India,Gujarat,Female,1973-01-20,,,,
1094,5499-VKPLF,2020-05-28,Paid,2020-06-27,Standard,Monthly,,,14.55,2651.0,36,0,Sanjay Gupta,India,Assam,Male,1974-09-07,,,,
1095,5431-ZNGNF,2019-02-08,Organic,2019-06-08,Standard,Monthly,2020-02-16,Poor customer support,16.5,761.0,84,1,Anil Sharma,India,Delhi,Male,1987-02-09,,,,
1096,5896-BAGGK,2020-07-20,Paid,2020-11-17,Basic,Monthly,,,6.22,734.0,14,0,Yash Malhotra,India,West Bengal,Male,1985-06-27,,,,
1097,2248-NWDLG,2025-09-04,Organic,2025-10-04,Standard,Monthly,,,23.12,3020.0,43,0,Isha Chopra,India,Haryana,Female,1988-05-28,,,,
1098,2142-GGTNY,2020-08-30,Referral,2021-08-30,Basic,Annual,,,11.25,2845.0,25,0,Meera Pandit,India,Madhya Pradesh,Female,1976-12-09,,,,
1099,0872-WJESU,2019-09-27,Paid,2019-10-27,Premium,Monthly,,,39.71,838.0,40,0,Sneha Nair,India,Assam,Female,1960-10-26,,,,
1100,6125-SYRYR,2024-11-06,Paid,2026-11-06,Premium,Annual,,,31.21,2535.0,47,0,Divya Subramaniam,India,Bihar,Female,2007-05-23,,,,
1101,6178-UFMJT,2024-01-11,Partner,2024-07-09,Basic,Monthly,,,10.45,3718.0,39,0,Krishna Nair,India,Kerala,Male,1994-11-17,,,,
1102,7391-QPPMR,2023-08-29,Trial,2023-11-27,Standard,Monthly,,,24.27,462.0,38,0,Divya Das,India,Maharashtra,Female,1971-02-10,,,,
1103,1280-JHDDC,2020-11-22,Paid,2021-05-21,Standard,Monthly,,,17.3,2957.0,25,0,Diya Rathore,India,Gujarat,Female,1984-12-10,,,,
1104,8898-JAKKM,2019-02-13,Paid,2020-02-13,Basic,Annual,,,6.1,755.0,40,0,Nisha Subramaniam,India,Maharashtra,Female,1997-05-06,,,,
1105,8451-UTQZQ,2023-11-06,Paid,2024-02-04,Standard,Monthly,,,23.24,4422.0,28,0,Myra Agarwal,India,Gujarat,Female,1993-06-20,,,,
1106,2102-KZARX,2024-06-25,Paid,2024-07-25,Standard,Monthly,,,16.85,1742.0,18,0,Rekha Desai,India,Madhya Pradesh,Female,1993-03-11,,,,
1107,0527-EELUW,2026-03-11,Paid,2026-09-07,Standard,Monthly,,,15.57,3846.0,47,0,Kiran Joshi,India,Bihar,Female,1960-09-18,,,,
1108,4991-CFDXT,2023-12-20,Trial,2024-05-18,Premium,Monthly,2024-09-11,Other,39.69,459.0,96,1,Aditya Pandit,India,Assam,Male,1957-05-29,,,,
1109,1146-QBMSA,2025-08-03,Paid,2025-12-31,Basic,Monthly,,,11.44,5943.0,50,0,Vikram Sengupta,India,Bihar,Male,1969-02-01,,,,
1110,3369-KPYXR,2022-11-21,Paid,2023-11-21,Standard,Annual,,,17.67,4485.0,51,0,Raghav Krishnan,India,Kerala,Male,2007-09-15,,,,
1111,6541-VHSLU,2020-02-08,Partner,2022-02-08,Basic,Annual,,,7.62,5864.0,53,0,Isha Mishra,India,Goa,Female,1958-07-04,,,,
1112,2869-PHFVZ,2021-05-02,Paid,2021-07-01,Premium,Monthly,2024-01-31,Service issue,28.43,698.0,61,1,Isha Das,India,West Bengal,Female,2006-01-05,,,,
1113,1093-YZZGR,2025-05-23,Referral,2026-05-23,Basic,Annual,,,7.09,2955.0,2,0,Varsha Naidu,India,Tamil Nadu,Female,1988-01-30,,,,
1114,8291-BQACW,2019-10-25,Paid,2020-10-25,Basic,Annual,,,8.28,3295.0,5,0,Kiran Bansal,India,Bihar,Female,1972-06-10,,,,
1115,1117-CTXHY,2022-12-31,Paid,2023-03-31,Premium,Monthly,,,40.1,728.0,44,0,Anika Tiwari,India,Telangana,Female,1969-06-23,,,,
1116,6403-FCXAX,2022-01-24,Paid,2024-01-24,Premium,Annual,,,42.19,944.0,4,0,Navya Pandey,India,Haryana,Female,1970-12-18,,,,
1117,1684-NYKQB,2025-08-28,Organic,2025-11-26,Basic,Monthly,,,6.6,591.0,51,0,Vihaan Das,India,Gujarat,Male,1977-05-27,,,,
1118,5523-GXXCH,2024-06-14,Organic,2024-12-11,Basic,Monthly,,,7.74,474.0,22,0,Sunil Rao,India,West Bengal,Male,1958-12-13,,,,
1119,8875-NPDHG,2022-12-01,Organic,2024-12-01,Basic,Annual,,,10.27,5350.0,4,0,Ramesh Agarwal,India,West Bengal,Male,1956-05-06,,,,
1120,4562-WVMBC,2024-04-10,Paid,2026-04-10,Standard,Annual,,,17.44,3840.0,25,0,Naveen Pillai,India,Jharkhand,Male,1999-10-27,,,,
1121,6366-XYELF,2021-08-02,Paid,2023-08-02,Standard,Annual,,,24.78,3827.0,53,0,Nidhi Tiwari,India,Delhi,Female,1985-01-23,,,,
1122,0217-HAVDK,2020-05-07,Organic,2023-05-07,Basic,Annual,,,10.69,3843.0,45,0,Rakesh Bose,India,Rajasthan,Male,1962-02-14,,,,
1123,0621-HZVQZ,2021-08-30,Paid,2022-08-30,Basic,Annual,,,9.2,1560.0,18,0,Anika Kapoor,India,Punjab,Female,1958-07-21,,,,
1124,3372-TBXHX,2019-08-13,Paid,2020-02-09,Standard,Monthly,,,22.89,3948.0,38,0,Raghav Das,India,Andhra Pradesh,Male,1983-11-09,,,,
1125,2318-GECFU,2024-03-01,Partner,2026-03-01,Basic,Annual,2025-08-30,Too expensive,10.84,88.0,97,1,Karthik Thakur,India,Delhi,Male,1993-03-29,,,,
1126,4675-UQWGJ,2020-03-23,Paid,2021-03-23,Premium,Annual,,,36.01,2073.0,46,0,Myra Mukherjee,India,Bihar,Female,1988-11-20,,,,
1127,7897-ANPCK,2025-09-23,Paid,2026-02-20,Premium,Monthly,,,39.36,2602.0,2,0,Siddharth Mehta,India,Telangana,Male,1989-02-17,,,,
1128,2238-YRGEG,2023-05-20,Organic,2023-09-17,Basic,Monthly,,,9.65,4688.0,30,0,Aarav Thakur,India,Haryana,Male,1999-02-02,,,,
1129,9638-CPBDN,2022-12-14,Paid,2023-05-13,Premium,Monthly,2024-12-30,Other,36.08,726.0,62,1,Aryan Bose,India,Telangana,Male,1986-04-10,,,,
1130,0565-MWYXA,2025-08-18,Paid,2026-08-18,Premium,Annual,,,38.86,4592.0,11,0,Manish Pandit,India,Odisha,Male,1968-03-21,,,,
1131,6297-NYUCS,2019-05-21,Paid,2020-05-21,Premium,Annual,,,29.75,1219.0,35,0,Pradeep Rao,India,Madhya Pradesh,Male,1977-09-08,,,,
1132,1456-DWUME,2022-04-04,Paid,2022-07-03,Standard,Monthly,2025-03-25,Switched to competitor,17.86,596.0,61,1,Urvashi Joshi,India,Bihar,Female,1982-08-22,,,,
1133,4724-ZPFFM,2021-06-28,Paid,2021-11-25,Standard,Monthly,,,23.72,3341.0,36,0,Vishal Singh,India,Gujarat,Male,1998-08-23,,,,
1134,2993-GJPQW,2020-02-27,Organic,2020-06-26,Basic,Monthly,,,9.83,2431.0,5,0,Vinay Rao,India,Delhi,Male,1981-04-19,,,,
1135,7949-XDABJ,2023-05-07,Referral,2026-05-07,Standard,Annual,,,18.16,3352.0,28,0,Sunil Subramaniam,India,Karnataka,Male,1963-09-09,,,,
1136,7753-LVPLM,2019-10-08,Partner,2020-02-05,Basic,Monthly,,,6.7,672.0,27,0,Meera Chopra,India,Haryana,Female,1990-10-01,,,,
1137,6583-ZEAVD,2022-12-09,Organic,2024-12-09,Standard,Annual,,,16.27,1032.0,48,0,Rashmi Chopra,India,Haryana,Female,1995-07-18,,,,
1138,5278-AWMBZ,2024-08-25,Paid,2024-10-24,Standard,Monthly,2024-10-27,Switched to competitor,20.46,591.0,82,1,Payal Pandey,India,Rajasthan,Female,1998-06-21,,,,
1139,4814-VGYES,2022-11-18,Paid,2023-05-17,Standard,Monthly,,,22.47,2282.0,50,0,Krishna Yadav,India,Delhi,Male,1982-01-13,,,,
1140,3946-HGFXY,2019-03-17,Organic,2019-04-16,Basic,Monthly,,,9.89,3705.0,10,0,Reyansh Bose,India,Maharashtra,Male,1969-05-17,,,,
1141,8757-WZRCY,2020-03-17,Paid,2021-03-17,Standard,Annual,2024-01-07,Too expensive,14.13,433.0,68,1,Kavita Krishnan,India,Jharkhand,Female,1960-10-20,,,,
1142,4767-CDCLZ,2022-04-03,Paid,2022-08-31,Basic,Monthly,,,8.38,598.0,32,0,Rakesh Menon,India,Goa,Male,1987-12-29,,,,
1143,3110-NPLMX,2026-06-20,Referral,2026-12-31,Premium,Annual,,,39.62,2240.0,29,0,Nikhil Pandit,India,Goa,Male,1974-12-06,,,,
1144,8189-XQEVK,2024-11-01,Referral,2024-12-01,Basic,Monthly,2025-09-15,Switched to competitor,8.73,275.0,93,1,Rakesh Gupta,India,Jharkhand,Male,1983-09-21,,,,
1145,6171-BLEYG,2019-09-01,Paid,2020-01-29,Standard,Monthly,,,17.43,445.0,14,0,Vijay Patel,India,West Bengal,Male,1998-09-26,,,,
1146,7756-MNNCS,2024-07-07,Organic,2024-12-04,Standard,Monthly,,,24.9,2873.0,26,0,Shreya Shah,India,Chandigarh,Female,1990-04-30,,,,
1147,7239-YRKEG,2022-01-16,Paid,2022-03-17,Basic,Monthly,,,9.47,5261.0,33,0,Rakesh Shah,India,Maharashtra,Male,1987-07-01,,,,
1148,7763-FBDSW,2023-03-27,Paid,2023-07-25,Basic,Monthly,2024-03-30,Switched to competitor,8.28,88.0,75,1,Deepika Bose,India,Uttar Pradesh,Female,1991-03-31,,,,
1149,6150-YXXCQ,2020-06-15,Paid,2020-10-13,Premium,Monthly,,,35.16,1136.0,54,0,Divya Pandey,India,Haryana,Female,1956-01-16,,,,
1150,9381-RJYZD,2021-01-25,Paid,2021-04-25,Standard,Monthly,2024-01-17,Other,22.09,840.0,70,1,Ajay Tiwari,India,Madhya Pradesh,Male,1981-10-07,,,,
1151,0323-NTTSR,2024-09-07,Partner,2024-10-07,Basic,Monthly,,,8.81,1240.0,51,0,Nikhil Subramaniam,India,Chandigarh,Male,1966-02-18,,,,
1152,5149-DBEUG,2021-01-06,Paid,2021-04-06,Basic,Monthly,,,8.05,575.0,39,0,Sai Naidu,India,Telangana,Male,1958-02-21,,,,
1153,0001-HKBSK,2025-07-18,Referral,2025-11-15,Standard,Monthly,,,17.58,4819.0,20,0,Anika Krishnan,India,Assam,Female,1983-01-28,,,,
1154,0732-HBGEK,2022-02-28,Paid,2022-05-29,Basic,Monthly,,,11.58,2356.0,9,0,Krishna Pandit,India,Chandigarh,Male,1974-05-20,,,,
1155,6255-WFNQC,2025-01-07,Referral,2026-12-31,Basic,Annual,,,7.7,2759.0,4,0,Payal Bose,India,Uttar Pradesh,Female,2003-01-29,,,,
1156,6876-ELPNA,2023-02-12,Paid,2026-02-12,Premium,Annual,2024-01-20,Poor customer support,46.91,696.0,84,1,Arjun Kapoor,India,Tamil Nadu,Male,2002-09-06,,,,
1157,4476-EHJAD,2025-08-02,Partner,2026-08-02,Premium,Annual,,,40.49,352.0,26,0,Kavita Das,India,Tamil Nadu,Female,1966-01-29,,,,
1158,9374-KTJVD,2023-04-19,Paid,2026-04-19,Basic,Annual,,,11.51,1316.0,47,0,Rohan Agarwal,India,Bihar,Male,1971-03-18,,,,
1159,4244-AXSYE,2020-02-22,Partner,2022-02-22,Premium,Annual,,,43.6,5209.0,43,0,Ishaan Das,India,Goa,Male,1978-12-27,,,,
1160,5799-QSKJP,2020-08-08,Partner,2020-10-07,Standard,Monthly,,,20.06,2105.0,2,0,Sandeep Nair,India,Kerala,Male,1991-06-21,,,,
1161,1385-ZKTRA,2021-12-08,Paid,2022-12-08,Basic,Annual,,,9.6,4906.0,54,0,Payal Thakur,India,Uttar Pradesh,Female,1998-01-12,,,,
1162,0119-YPYTZ,2026-02-07,Paid,2026-12-31,Basic,Annual,,,12.44,2879.0,10,0,Sunita Chauhan,India,Jharkhand,Female,1958-10-19,,,,
1163,2184-SMBPR,2026-02-18,Paid,2026-12-31,Premium,Annual,2026-06-20,Poor customer support,33.42,636.0,60,1,Priya Mukherjee,India,Tamil Nadu,Female,1985-04-27,,,,
1164,0036-ZWUNG,2022-01-30,Organic,2024-01-30,Premium,Annual,,,36.87,4058.0,32,0,Madhuri Thakur,India,Karnataka,Female,1996-07-17,,,,
1165,5798-DAMZF,2024-11-26,Paid,2025-02-24,Basic,Monthly,,,11.66,2526.0,24,0,Geeta Sharma,India,Tamil Nadu,Female,1993-08-25,,,,
1166,0113-EXJHR,2022-07-13,Referral,2022-11-10,Premium,Monthly,,,33.86,747.0,50,0,Lata Pillai,India,Haryana,Female,1993-06-05,,,,
1167,7110-AMYGD,2024-02-07,Organic,2024-06-06,Basic,Monthly,,,12.94,5439.0,39,0,Amit Gupta,India,Uttar Pradesh,Male,1990-05-25,,,,
1168,8012-TRXYE,2025-07-06,Organic,2025-09-04,Premium,Monthly,,,40.49,2173.0,6,0,Varsha Ghosh,India,Andhra Pradesh,Female,1989-11-19,,,,
1169,3874-BXLPV,2023-05-30,Organic,2023-11-26,Premium,Monthly,,,30.45,880.0,19,0,Pradeep Tiwari,India,Kerala,Male,1980-04-26,,,,
1170,4606-DJYHX,2019-01-18,Partner,2019-05-18,Basic,Monthly,,,11.3,5591.0,4,0,Neha Tiwari,India,Tamil Nadu,Female,2000-01-25,,,,
1171,4486-GEPAV,2025-03-29,Paid,2026-12-31,Standard,Annual,,,16.65,519.0,5,0,Sai Patel,India,Bihar,Male,1991-07-17,,,,
1172,6997-WBKDJ,2024-12-26,Organic,2025-02-24,Standard,Monthly,,,22.64,606.0,25,0,Divya Chatterjee,India,Madhya Pradesh,Female,1977-02-26,,,,
1173,7734-JVDPF,2023-05-11,Trial,2023-10-08,Basic,Monthly,,,8.02,2760.0,38,0,Radhika Mukherjee,India,Punjab,Female,1982-04-22,,,,
1174,5920-ZUSVM,2025-04-18,Paid,2025-07-17,Standard,Monthly,,,19.7,868.0,33,0,Manoj Kapoor,India,Gujarat,Male,2007-06-04,,,,
1175,3120-GYQDC,2024-03-29,Paid,2024-04-28,Standard,Monthly,,,15.16,4138.0,29,0,Ritu Tiwari,India,Gujarat,Female,2002-11-13,,,,
1176,5996-QWYDP,2019-01-17,Organic,2020-01-17,Standard,Annual,,,22.41,5003.0,20,0,Keshav Sengupta,India,Andhra Pradesh,Male,2000-03-15,,,,
1177,3116-ZNRXT,2022-06-23,Referral,2024-06-23,Premium,Annual,,,48.41,905.0,7,0,Rohan Pandey,India,Andhra Pradesh,Male,1989-06-18,,,,
